PUBUKPRN,KISCOURSEID,TAverage
10007138,SUBENGLSUBSOCI,246
10007138,SUBEVMASUBCREW,272
10007138,SUBEVMASUBCREW,283
10007138,SUBEVMASUBECON,215
10007138,SUBEVMASUBECON,283
10007138,SUBEVMASUBENGL,246
10007138,SUBEVMASUBENGL,283
10007138,SUBEVMASUBHRMA,274
10007138,SUBEVMASUBHRMA,283
10007138,SUBEVMASUBLAWS,250
10007138,SUBEVMASUBLAWS,283
10007138,SUBEVMASUBMPMI,244
10007138,SUBEVMASUBMPMI,283
10007138,SUBEVMASUBPOPM,264
10007138,SUBEVMASUBPOPM,283
10007138,SUBEVMASUBSCAR,285
10007138,SUBEVMASUBSCAR,283
10007138,SUBEVMASUBSPST,277
10007138,SUBEVMASUBSPST,283
10007138,SUBFILMSUBACCO,244
10007138,SUBFILMSUBACCO,240
10007138,SUBFILMSUBADVE,244
10007138,SUBFILMSUBADVE,271
10007138,SUBFILMSUBBENT,244
10007138,SUBFILMSUBBENT,266
10007138,SUBFILMSUBCREW,272
10007138,SUBFILMSUBCREW,244
10007138,SUBFILMSUBECON,215
10007138,SUBFILMSUBECON,244
10007138,SUBFILMSUBEDST,284
10007138,SUBFILMSUBEDST,244
10007138,SUBFILMSUBMPMI,244
10007138,SUBFILMSUBPOPM,264
10007138,SUBFILMSUBPOPM,244
10007138,SUBFILMSUBPSYC,244
10007138,SUBFILMSUBPSYC,273
10007138,SUBFILMSUBTWDE,258
10007138,SUBFILMSUBTWDE,244
10007138,SUBHEALSUBBENT,285
10007138,SUBHEALSUBBENT,266
10007138,SUBHEALSUBEDST,285
10007138,SUBHEALSUBEDST,271
10007138,SUBHEALSUBHGEO,261
10007138,SUBHEALSUBHGEO,258
10007138,SUBHEALSUBHRMA,274
10007138,SUBHEALSUBHRMA,258
10007138,SUBHEALSUBLAWS,258
10007138,SUBHEALSUBLAWS,250
10007138,SUBHEALSUBPSYC,258
10007138,SUBHEALSUBPSYC,273
10007138,SUBHEALSUBSCAR,299
10007138,SUBHEALSUBSPST,258
10007138,SUBHEALSUBSPST,277
10007138,SUBHEALSUBTWDE,291
10007138,SUBHEALSUBTWDE,258
10007138,SUBHGEOSUBDRAM,329
10007138,SUBHGEOSUBDRAM,254
10007138,SUBHGEOSUBEVMA,254
10007138,SUBHGEOSUBEVMA,283
10007138,SUBHGEOSUBPSYC,261
10007138,SUBHGEOSUBPSYC,273
10007138,SUBHGEOSUBSOCI,240
10007138,SUBHGEOSUBSOCI,261
10007138,SUBHGEOSUBTWDE,291
10007138,SUBHGEOSUBTWDE,261
10007138,SUBHISTSUBDRAM,329
10007138,SUBHISTSUBDRAM,253
10007138,SUBHISTSUBEVMA,253
10007138,SUBHISTSUBEVMA,283
10007138,SUBHISTSUBFILM,244
10007138,SUBHISTSUBFILM,253
10007138,SUBHISTSUBHEAL,285
10007138,SUBHISTSUBHEAL,253
10007138,SUBHISTSUBLAWS,253
10007138,SUBHISTSUBLAWS,250
10007138,SUBHISTSUBMPMI,253
10007138,SUBHISTSUBMPMI,244
10007138,SUBHISTSUBPSYC,253
10007138,SUBHISTSUBPSYC,273
10007138,SUBHISTSUBSOCI,253
10007138,SUBHISTSUBSOCI,240
10007138,SUBHISTSUBSPST,277
10007138,SUBHISTSUBSPST,253
10007138,SUBHRMASUBADVE,271
10007138,SUBHRMASUBADVE,274
10007138,SUBHRMASUBDRAM,274
10007138,SUBHRMASUBDRAM,329
10007138,SUBHRMASUBECON,274
10007138,SUBHRMASUBECON,215
10007138,SUBHRMASUBFILM,274
10007138,SUBHRMASUBFILM,244
10007138,SUBHRMASUBLAWS,250
10007138,SUBHRMASUBLAWS,274
10007138,SUBHRMASUBMGMT,244
10007138,SUBHRMASUBMGMT,274
10007138,SUBHRMASUBPSYC,274
10007138,SUBHRMASUBPSYC,273
10007138,SUBHRMASUBSOCI,274
10007138,SUBHRMASUBSOCI,240
10007138,SUBHRMASUBTWDE,274
10007138,SUBHRMASUBTWDE,291
10007138,SUBINTMSUBACCO,283
10007138,SUBINTMSUBACCO,240
10007138,SUBINTMSUBADVE,271
10007138,SUBINTMSUBADVE,283
10007138,SUBINTMSUBBENT,283
10007138,SUBINTMSUBBENT,266
10007138,SUBINTMSUBBUSI,283
10007138,SUBINTMSUBBUSI,266
10007138,SUBINTMSUBCREW,272
10007138,SUBINTMSUBCREW,283
10007138,SUBINTMSUBCRIM,266
10007138,SUBINTMSUBCRIM,283
10007138,SUBINTMSUBDRAM,283
10007138,SUBINTMSUBDRAM,329
10007138,SUBINTMSUBECON,215
10007138,SUBINTMSUBECON,283
10007138,SUBINTMSUBEDST,283
10007138,SUBINTMSUBEDST,273
10007138,SUBINTMSUBEVMA,283
10007138,SUBINTMSUBFILM,244
10007138,SUBINTMSUBFILM,283
10007138,SUBINTMSUBHEAL,285
10007138,SUBINTMSUBHEAL,283
10007138,SUBINTMSUBHGEO,261
10007138,SUBINTMSUBHGEO,283
10007138,SUBINTMSUBHIST,253
10007138,SUBINTMSUBHIST,283
10007138,SUBINTMSUBHRMA,274
10007138,SUBINTMSUBHRMA,283
10007138,SUBLAWSSUBADVE,250
10007138,SUBLAWSSUBADVE,271
10007138,SUBLAWSSUBBENT,250
10007138,SUBLAWSSUBBENT,266
10007138,SUBLAWSSUBCREW,272
10007138,SUBLAWSSUBCREW,250
10007138,SUBLAWSSUBDRAM,250
10007138,SUBLAWSSUBDRAM,329
10007138,SUBLAWSSUBEDST,284
10007138,SUBLAWSSUBEDST,250
10007138,SUBLAWSSUBFILM,244
10007138,SUBLAWSSUBFILM,250
10007138,SUBLAWSSUBMJOU,246
10007138,SUBLAWSSUBMJOU,250
10007138,SUBLAWSSUBPSYC,250
10007138,SUBLAWSSUBPSYC,273
10007138,SUBLAWSSUBSOCI,240
10007138,SUBLAWSSUBSOCI,250
10007138,SUBMGMTSUBCREW,244
10007138,SUBMGMTSUBCREW,272
10007138,SUBMGMTSUBCRIM,244
10007138,SUBMGMTSUBCRIM,266
10007138,SUBMGMTSUBEDST,244
10007138,SUBMGMTSUBEDST,284
10007138,SUBMGMTSUBENGL,244
10007138,SUBMGMTSUBENGL,246
10007138,SUBMGMTSUBHGEO,254
10007138,SUBMGMTSUBHGEO,244
10007138,SUBMGMTSUBHIST,244
10007138,SUBMGMTSUBHIST,253
10007138,SUBMGMTSUBINTM,244
10007138,SUBMGMTSUBINTM,283
10007138,SUBMGMTSUBLAWS,244
10007138,SUBMGMTSUBLAWS,250
10007138,SUBMGMTSUBMJOU,244
10007138,SUBMGMTSUBMJOU,246
10007138,SUBMGMTSUBPSYC,244
10007138,SUBMGMTSUBPSYC,273
10007138,SUBMGMTSUBSCAR,244
10007138,SUBMGMTSUBSCAR,285
10007138,SUBMGMTSUBSPST,244
10007138,SUBMGMTSUBSPST,277
10007138,SUBMGMTSUBTWDE,244
10007138,SUBMGMTSUBTWDE,258
10007138,SUBMJOUSUBADVE,246
10007138,SUBMJOUSUBADVE,271
10007138,SUBMJOUSUBBUSI,246
10007138,SUBMJOUSUBBUSI,266
10007138,SUBMJOUSUBCREW,272
10007138,SUBMJOUSUBCREW,246
10007138,SUBMJOUSUBDRAM,246
10007138,SUBMJOUSUBDRAM,329
10007138,SUBMJOUSUBECON,246
10007138,SUBMJOUSUBECON,215
10007138,SUBMJOUSUBEDST,284
10007138,SUBMJOUSUBEDST,246
10007138,SUBMJOUSUBENGL,246
10007138,SUBMJOUSUBENGL,246
10007138,SUBMJOUSUBEVMA,246
10007138,SUBMJOUSUBEVMA,283
10007138,SUBMJOUSUBFILM,246
10007138,SUBMJOUSUBFILM,244
10007138,SUBMJOUSUBHEAL,285
10007138,SUBMJOUSUBHEAL,246
10007138,SUBMJOUSUBINTM,246
10007138,SUBMJOUSUBINTM,283
10007138,SUBMJOUSUBMKMA,246
10007138,SUBMJOUSUBMKMA,271
10007138,SUBMJOUSUBTWDE,254
10007138,SUBMJOUSUBTWDE,246
10007138,SUBMKTGSUBACCO,271
10007138,SUBMKTGSUBACCO,240
10007138,SUBMKTGSUBADVE,271
10007138,SUBMKTGSUBBENT,271
10007138,SUBMKTGSUBBENT,266
10007138,SUBMKTGSUBBUSI,273
10007138,SUBMKTGSUBCREW,272
10007138,SUBMKTGSUBCREW,271
10007138,SUBMKTGSUBCRIM,266
10007138,SUBMKTGSUBCRIM,271
10007138,SUBMKTGSUBDRAM,271
10007138,SUBMKTGSUBDRAM,329
10007138,SUBMKTGSUBECON,215
10007138,SUBMKTGSUBECON,271
10007138,SUBMKTGSUBEDST,284
10007138,SUBMKTGSUBEDST,271
10007138,SUBMKTGSUBEVMA,268
10007138,SUBMKTGSUBFILM,244
10007138,SUBMKTGSUBFILM,271
10007138,SUBMKTGSUBHEAL,285
10007138,SUBMKTGSUBHEAL,271
10007138,SUBMKTGSUBHGEO,254
10007138,SUBMKTGSUBHGEO,271
10007138,SUBMKTGSUBHIST,253
10007138,SUBMKTGSUBHIST,271
10007138,SUBMKTGSUBHRMA,274
10007138,SUBMKTGSUBHRMA,271
10007138,SUBMKTGSUBMGMT,244
10007138,SUBMKTGSUBMGMT,271
10007138,SUBMPMISUBACCO,244
10007138,SUBMPMISUBACCO,240
10007138,SUBMPMISUBADVE,244
10007138,SUBMPMISUBADVE,271
10007138,SUBMPMISUBBENT,244
10007138,SUBMPMISUBBENT,266
10007138,SUBMPMISUBEDST,284
10007138,SUBMPMISUBEDST,244
10007138,SUBMPMISUBMGMT,244
10007138,SUBMPMISUBMGMT,244
10007138,SUBMPMISUBMJOU,246
10007138,SUBMPMISUBMJOU,244
10007138,SUBMPMISUBSCAR,285
10007138,SUBMPMISUBSCAR,244
10007138,SUBMPMISUBSOCI,240
10007138,SUBMPMISUBSOCI,244
10007138,SUBPOPMSUBHEAL,285
10007138,SUBPOPMSUBHEAL,264
10007138,SUBPOPMSUBHIST,264
10007138,SUBPOPMSUBHIST,253
10007138,SUBPOPMSUBINTM,264
10007138,SUBPOPMSUBINTM,283
10007138,SUBPOPMSUBLAWS,264
10007138,SUBPOPMSUBLAWS,250
10007138,SUBPOPMSUBMGMT,264
10007138,SUBPOPMSUBMGMT,244
10007138,SUBPOPMSUBMJOU,264
10007138,SUBPOPMSUBMJOU,246
10007138,SUBPOPMSUBMKMA,271
10007138,SUBPOPMSUBMKMA,264
10007138,SUBPOPMSUBMPMI,244
10007138,SUBPOPMSUBMPMI,264
10007138,SUBPOPMSUBTWDE,258
10007138,SUBPOPMSUBTWDE,264
10007138,SUBPSYCSUBACCO,240
10007138,SUBPSYCSUBACCO,273
10007138,SUBPSYCSUBEVMA,283
10007138,SUBPSYCSUBEVMA,273
10007138,SUBPSYCSUBINTM,283
10007138,SUBPSYCSUBINTM,273
10007138,SUBPSYCSUBMJOU,273
10007138,SUBPSYCSUBMJOU,246
10007138,SUBPSYCSUBMKMA,271
10007138,SUBPSYCSUBMKMA,273
10007138,SUBPSYCSUBMPMI,273
10007138,SUBPSYCSUBMPMI,244
10007138,SUBPSYCSUBSCAR,273
10007138,SUBPSYCSUBSCAR,285
10007138,SUBPSYCSUBSOCI,232
10007138,SUBPSYCSUBSPST,273
10007138,SUBPSYCSUBSPST,277
10007138,SUBPSYCSUBTWDE,273
10007138,SUBPSYCSUBTWDE,258
10007138,SUBSCARSUBADVE,285
10007138,SUBSCARSUBADVE,271
10007138,SUBSCARSUBDRAM,285
10007138,SUBSCARSUBDRAM,329
10007138,SUBSCARSUBENGL,285
10007138,SUBSCARSUBENGL,246
10007138,SUBSCARSUBFILM,285
10007138,SUBSCARSUBFILM,244
10007138,SUBSCARSUBINTM,291
10007138,SUBSCARSUBINTM,283
10007138,SUBSCARSUBLAWS,285
10007138,SUBSCARSUBLAWS,250
10007138,SUBSCARSUBMKMA,285
10007138,SUBSCARSUBMKMA,271
10007138,SUBSCARSUBPOPM,285
10007138,SUBSCARSUBPOPM,264
10007138,SUBSCARSUBSOCI,285
10007138,SUBSCARSUBSOCI,240
10007138,SUBSCARSUBSPST,285
10007138,SUBSCARSUBSPST,277
10007138,SUBSOCISUBACCO,240
10007138,SUBSOCISUBACCO,240
10007138,SUBSOCISUBADVE,240
10007138,SUBSOCISUBADVE,271
10007138,SUBSOCISUBCREW,272
10007138,SUBSOCISUBCREW,240
10007138,SUBSOCISUBEDST,284
10007138,SUBSOCISUBEDST,240
10007138,SUBSOCISUBINTM,240
10007138,SUBSOCISUBINTM,283
10007138,SUBSOCISUBMJOU,246
10007138,SUBSOCISUBMJOU,240
10007138,SUBSOCISUBMKMA,240
10007138,SUBSOCISUBMKMA,271
10007138,SUBSOCISUBPOPM,264
10007138,SUBSOCISUBPOPM,240
10007138,SUBSOCISUBSPST,240
10007138,SUBSOCISUBSPST,277
10007138,SUBSOCISUBTWDE,258
10007138,SUBSOCISUBTWDE,240
10007138,SUBSPSTSUBADVE,277
10007138,SUBSPSTSUBADVE,271
10007138,SUBSPSTSUBCREW,272
10007138,SUBSPSTSUBCREW,277
10007138,SUBSPSTSUBECON,215
10007138,SUBSPSTSUBECON,277
10007138,SUBSPSTSUBFILM,244
10007138,SUBSPSTSUBFILM,277
10007138,SUBSPSTSUBHGEO,254
10007138,SUBSPSTSUBHGEO,277
10007138,SUBSPSTSUBHRMA,274
10007138,SUBSPSTSUBHRMA,277
10007138,SUBSPSTSUBMJOU,246
10007138,SUBSPSTSUBMJOU,277
10007138,SUBSPSTSUBPOPM,264
10007138,SUBSPSTSUBPOPM,277
10007138,SUBTWDESUBADVE,258
10007138,SUBTWDESUBADVE,271
10007138,SUBTWDESUBCREW,272
10007138,SUBTWDESUBCREW,258
10007138,SUBTWDESUBDRAM,258
10007138,SUBTWDESUBDRAM,329
10007138,SUBTWDESUBEVMA,258
10007138,SUBTWDESUBEVMA,283
10007138,SUBTWDESUBFILM,258
10007138,SUBTWDESUBFILM,244
10007138,SUBTWDESUBHIST,258
10007138,SUBTWDESUBHIST,253
10007138,SUBTWDESUBSCAR,291
10007138,SUBTWDESUBSCAR,285
10007139,ABIOSHO,284
10007139,ACCOSHO,244
10007139,ADESSHONLY,312
10007139,ADVESHO,313
10007139,AHSSSHO,339
10007139,AHTGSHO,246
10007139,ANIMASCWR,278
10007139,ANIMASCWR,330
10007139,ANIMSH,350
10007139,BABSD,307
10007139,BAPRE,343
10007139,BAPRL,335
10007139,BIOCSHO,292
10007139,BIOLSHO,278
10007139,BPSCSH,284
10007139,BSCMID,340
10007139,BSCNAD,301
10007139,BSCNCH,290
10007139,BSCNMH,316
10007139,BUITSH,289
10007139,BUSISH,288
10007139,BUSPSH,297
10007139,CCMASH,293
10007139,CDMEACRPW,281
10007139,CDMEACRPW,278
10007139,CDMESHONLY,320
10007139,CLPSSH,281
10007139,COMDSH,229
10007139,COMPSHO,272
10007139,CPSYSH,272
10007139,CRPWAELAN,278
10007139,CRPWAELAN,256
10007139,CRPWAELIT,278
10007139,CRPWAELIT,256
10007139,CRPWAHIST,278
10007139,CRPWAHIST,240
10007139,CRPWAILLU,278
10007139,CRPWAILLU,326
10007139,CRPWASCWR,278
10007139,DACPSH,264
10007139,DPSYSHO,300
10007139,DRPSASCWR,278
10007139,DRPSASCWR,264
10007139,DRPSSHO,295
10007139,ECOLAPGEO,246
10007139,ECOLAPGEO,284
10007139,ECOLSHO,284
10007139,ECPOSH,295
10007139,EDSTAELAN,256
10007139,EDSTAELAN,275
10007139,EDSTAPHYE,275
10007139,EDSTAPHYE,327
10007139,EDSTSHO,256
10007139,ELANAELIT,296
10007139,ELANAFILM,256
10007139,ELANAFILM,281
10007139,ELANAILLU,326
10007139,ELANAILLU,256
10007139,ELANAJOUR,260
10007139,ELANAMECU,256
10007139,ELANAMECU,281
10007139,ELANAPHYE,256
10007139,ELANAPHYE,327
10007139,ELANASCWR,278
10007139,ELANASCWR,256
10007139,ELITSHO,250
10007139,ENVSSHO,246
10007139,FDCAMH,231
10007139,FDHSC,274
10007139,FDLD,274
10007139,FDMH,360
10007139,FDPS,295
10007139,FDSCCWSV,253
10007139,FDSCFDS,274
10007139,FIARSH,275
10007139,FILMASCWR,278
10007139,FILMASCWR,281
10007139,FILMSHO,214
10007139,FILPASCWR,278
10007139,FILPASCWR,281
10007139,FILPSH,252
10007139,FPSYSHO,264
10007139,FSABSH,288
10007139,GDMMSH,312
10007139,GEOGAPHYE,272
10007139,GEOGAPHYE,327
10007139,GEOGSHO,272
10007139,HBIOAPHYE,284
10007139,HBIOAPHYE,327
10007139,HBIOSHO,272
10007139,HGEOAPOLI,272
10007139,HGEOAPOLI,271
10007139,HGEOSHO,272
10007139,HISTAPOLI,256
10007139,HISTSHO,240
10007139,HNDBUSM,237
10007139,HNDSCPE,219
10007139,HUMNSHO,347
10007139,ILLUSH,326
10007139,INBMSH,298
10007139,ITEDSHO,284
10007139,JOURAPOLI,287
10007139,JOURAPOLI,271
10007139,JOURASCWR,278
10007139,JOURASCWR,287
10007139,JOURSHO,296
10007139,MAPRSH,278
10007139,MARKSHO,313
10007139,MECUAPOLI,271
10007139,MECUAPOLI,281
10007139,MECUSHO,293
10007139,OALMSH,332
10007139,OCTHSHO,339
10007139,PEOESHO,327
10007139,PGEOSHO,296
10007139,PHDASH,264
10007139,PHDASH,327
10007139,PHSOSHO,313
10007139,PHYEAPGEO,246
10007139,PHYEAPGEO,327
10007139,PHYEASCSC,348
10007139,PHYEASPST,328
10007139,POLIASOCI,254
10007139,POLIASOCI,271
10007139,PSYCSHO,282
10007139,SCSCSHO,346
10007139,SCSDSHO,386
10007139,SESCSHO,322
10007139,SOCISHO,248
10007139,SOWOSHO,301
10007139,SPBMSH,324
10007139,SPCDSHO,302
10007139,SPOPSH,300
10007139,SPSTSHO,322
10007139,SPTHSH,326
10007139,WEBDSH,267
10007139,YACOSHO,280
10007139,YOJUSHO,301
10007140,EF0010-00,257
10007140,UF0302-00,280
10007140,UF0304-00,280
10007140,UH0003-00,300
10007140,UJ0016-02,264
10007140,UJ0016-12,259
10007140,UJ0016-14,270
10007140,UJ0016-16,278
10007140,UJ0016-18,263
10007140,UJ0016-20,264
10007140,UJ0016-68,223
10007140,UM0001-00,252
10007140,UM0003-00,252
10007140,US0001-00,377
10007140,US0011-00,289
10007140,US0016-00,377
10007140,US0021-00,366
10007140,US0021-02,322
10007140,US0021-03,322
10007140,US0021-05,322
10007140,US0021-07,335
10007140,US0022-01,233
10007140,US0022-03,245
10007140,US0025S-00,231
10007140,US0029-01,275
10007140,US0029-03,280
10007140,US0030-01,320
10007140,US0030-02,376
10007140,US0030-03,367
10007140,US0030-04,307
10007140,US0030-05,322
10007140,US0035-02,293
10007140,US0035-04,296
10007140,US0036-00,278
10007140,US0039-01,260
10007140,US0044-00,280
10007140,US0045-00,349
10007140,US0051-01,318
10007140,US0051-02,296
10007140,US0051-03,292
10007140,US0051-04,335
10007140,US0051-05,284
10007140,US0051-06,340
10007140,US0051-07,291
10007140,US0051-08,309
10007140,US0051-09,278
10007140,US0057-00,355
10007140,US0060-00,312
10007140,US0063-00,358
10007140,US0066-00,297
10007140,US0076-01,289
10007140,US0077-00,301
10007140,US0078-00,309
10007140,US0081-00,298
10007140,US0083-04,322
10007140,US0083-05,289
10007140,US0083-05,322
10007140,US0085-01,296
10007140,US0085-02,324
10007140,US0085-03,316
10007140,US0085-05,295
10007140,US0085-07,316
10007140,US0100-00,320
10007140,US0110-00,256
10007140,US0135-00,231
10007140,US0135F-00,231
10007140,US0144-00,258
10007140,US0144F-00,258
10007140,US0156-00,291
10007140,US0160-00,316
10007140,US0164-00,302
10007140,US0168-00,314
10007140,US0172-00,283
10007140,US0188-00,344
10007140,US0192-00,298
10007140,US0204-01,282
10007140,US0204-02,287
10007140,US0204-03,318
10007140,US0204-05,310
10007140,US0206-01,268
10007140,US0206-03,259
10007140,US0206-04,268
10007140,US0206-05,264
10007140,US0215-00,296
10007140,US0217-00,270
10007140,US0218-00,255
10007140,US0219-01,256
10007140,US0219-02,270
10007140,US0219-03,267
10007140,US0219-04,278
10007140,US0228-00,255
10007140,US0333-00,347
10007140,US0335-00,378
10007140,US0337-00,366
10007140,US0338-00,356
10007140,US0342-00,252
10007140,US0343-00,288
10007140,US0347-00,352
10007140,US0404-00,269
10007140,US0408-00,335
10007140,US0420-00,305
10007140,US0426-00,270
10007140,US0434-00,258
10007140,US0478-00,253
10007140,US0486-00,248
10007140,US0489-00,257
10007140,US0489-00,322
10007140,US0490-01,261
10007140,US0490F-01,261
10007140,US0500-00,377
10007140,US0502-01,259
10007140,US0502-02,276
10007140,US0502-03,263
10007140,US0502-04,264
10007140,US0502-05,270
10007140,US0502-06,270
10007140,US0502-07,310
10007140,US0502-08,286
10007140,US0502-11,270
10007140,US0502-11,270
10007140,US0515-00,285
10007140,US0541-00,303
10007140,US0543-00,305
10007140,US0606-00,284
10007140,US0607-00,322
10007140,US0608-00,278
10007140,US0608-00,309
10007140,US0609-00,297
10007140,US0610JAN-01,357
10007140,US0610JAN-02,358
10007140,US0610JAN-03,348
10007140,US0610SEP-01,357
10007140,US0610SEP-02,358
10007140,US0610SEP-03,348
10007140,US0610SEP-04,328
10007141,BXACTE100,240
10007141,BXARCT100,322
10007141,BXBSSE101,315
10007141,BXBUSU100,320
10007141,BXCOPM100,315
10007141,BXENVM100,276
10007141,BXFAMG100,315
10007141,BXGEOG100,260
10007141,BXGEOG101,268
10007141,BXQSUR100,315
10007141,BZACCO100,335
10007141,BZACFS111,299
10007141,BZBUAD100,304
10007141,BZBUMN180,318
10007141,BZBUSSACC,301
10007141,BZBUSSBUS,278
10007141,BZBUSSENT,278
10007141,BZBUSSHUM,301
10007141,BZBUSSLOG,278
10007141,BZBUSSMAR,280
10007141,BZECON100,289
10007141,BZINBU105,314
10007141,BZMAFA123,301
10007141,BZMKMN100,280
10007141,BZMKMNADV,280
10007141,BZMKMNDIG,280
10007141,BZMKMNFAS,280
10007141,BZRMBU121,301
10007141,BZRMMG100,307
10007141,BZRMMK122,301
10007141,CYSWOR100,312
10007141,DAACTG100,324
10007141,DAADVE100,312
10007141,DAAFAS100,298
10007141,DAANIM100,341
10007141,DADDFF100,298
10007141,DADEDP100,318
10007141,DAFABM100,318
10007141,DAFAPR101,318
10007141,DAFAPR111,298
10007141,DAFASH110,274
10007141,DAFASH330,320
10007141,DAFASP330,312
10007141,DAGMDE100,284
10007141,DAGRAD100,300
10007141,DAILLU100,342
10007141,DAINTD100,316
10007141,DAMPRD100,282
10007141,DAMUPR100,274
10007141,DAMUTH100,351
10007141,DAPROD110,276
10007141,DATEXT100,344
10007141,DATHEA110,296
10007141,ETCHLD110,327
10007141,ETCRIM112,322
10007141,ETEDLE138,305
10007141,ETHIST112,265
10007141,ETRCSO100,288
10007141,ETSOCI136,280
10007141,FZARCH100,288
10007141,FZCHEM101,266
10007141,FZCHEM102,333
10007141,FZFANT100,276
10007141,FZFIRE101,300
10007141,FZFIRE102,300
10007141,FZFLEA100,290
10007141,FZFSCI100,312
10007141,FZFZCI100,331
10007141,FZPOLY100,267
10007141,HMADSC100,327
10007141,HMEVMG100,263
10007141,HMIHPM304,326
10007141,HMINTO300,299
10007141,HMOUTL100,303
10007141,HMSPCO100,286
10007141,HMSPOT100,296
10007141,JMEGLG110,267
10007141,JMELJO100,307
10007141,JMELLI100,328
10007141,JMENGL100,286
10007141,JMFMPR100,322
10007141,JMFMST100,280
10007141,JMINJN101,232
10007141,JMJOUR115,306
10007141,JMPHOT100,333
10007141,JMSCRW100,296
10007141,JMSPJO100,330
10007141,LCBMCL300,284
10007141,LCTEMLARA,286
10007141,LCTEMLCHI,286
10007141,LCTEMLFRE,286
10007141,LCTEMLGER,286
10007141,LCTEMLITA,286
10007141,LCTEMLJAP,278
10007141,LCTEMLKOR,286
10007141,LCTEMLRUS,286
10007141,LCTEMLSPA,284
10007141,LWLAWS100,281
10007141,LWLAWS103,314
10007141,LWLAWS111,356
10007141,LWLAWSARA,314
10007141,LWLAWSBUS,281
10007141,LWLAWSCHI,314
10007141,LWLAWSFRE,281
10007141,LWLAWSGER,314
10007141,LWLAWSJAP,314
10007141,LWLAWSPSY,281
10007141,LWLAWSSPA,281
10007141,LWLWCJ110,327
10007141,NUCOUN100,316
10007141,NUNUAD170,341
10007141,NUNUCH170,342
10007141,NUNUMH170,342
10007141,NUOPDP150,340
10007141,PJBIOS100,318
10007141,PJBOMS100,329
10007141,PJPCOL100,338
10007141,PJPHAR100,369
10007141,PSFOPS103,306
10007141,PSHEPS100,311
10007141,PSNEPS105,301
10007141,PSNEUS103,314
10007141,PSPSYC101,313
10007141,PSSPPS104,331
10007141,PSSPSC100,318
10007141,PWHESC105,299
10007141,PWHESC110,299
10007141,PWMWRO140,432
10007141,PWMWRT118,337
10007141,PWPHTP105,389
10007141,PWSPTH100,330
10007141,PWSPTH125,332
10007141,PWSRHE100,380
10007141,RIACVO110,300
10007141,RIPHIL101,261
10007141,ULACCO100,344
10007141,ULACCO101,301
10007141,ULACCO110,335
10007141,ULACFM110,301
10007141,ULACFN110,344
10007141,ULACFS110,299
10007141,ULADSC110,327
10007141,ULADVE110,312
10007141,ULAERO100,292
10007141,ULAERO101,292
10007141,ULAERO110,292
10007141,ULAERO111,292
10007141,ULAFAS110,298
10007141,ULANIM110,341
10007141,ULAPPH110BSC,240
10007141,ULAPPH110MPHYS,240
10007141,ULAPPH111,240
10007141,ULAPPH112,240
10007141,ULAPSS100,306
10007141,ULAPSS110,306
10007141,ULARAN100,270
10007141,ULARAN100,298
10007141,ULARAN110,270
10007141,ULARAN110,298
10007141,ULARCH100,312
10007141,ULARCH110,288
10007141,ULARCH111,312
10007141,ULARCT111,322
10007141,ULARCT112,240
10007141,ULAREN100,300
10007141,ULAREN101,300
10007141,ULAREN110,300
10007141,ULAREN111,300
10007141,ULASPACHI,272
10007141,ULASPAJAP,272
10007141,ULASPAKOR,272
10007141,ULASPARUS,272
10007141,ULASPH110,365
10007141,ULASPH111,240
10007141,ULBABA110,304
10007141,ULBIOS111,318
10007141,ULBMCL110,284
10007141,ULBOMS110,329
10007141,ULBSSE110,315
10007141,ULBUMK100,320
10007141,ULBUMK110,320
10007141,ULBUMN110,318
10007141,ULBUSU110,320
10007141,ULCAEB110,300
10007141,ULCAEB111,300
10007141,ULCHEM110,266
10007141,ULCHEM111,333
10007141,ULCHLA100,278
10007141,ULCHLD110,327
10007141,ULCIVE100,315
10007141,ULCIVE101,315
10007141,ULCIVE110,315
10007141,ULCIVE111,315
10007141,ULCNWT110,320
10007141,ULCOFS110,305
10007141,ULCOGD110,331
10007141,ULCOGD111,331
10007141,ULCOMP110,335
10007141,ULCOPM110,315
10007141,ULCOSO100,316
10007141,ULCOUN110,316
10007141,ULCRIM110,322
10007141,ULCRSO100,294
10007141,ULCRSO110,295
10007141,ULDDFF110,298
10007141,ULDFED100,318
10007141,ULDFED110,318
10007141,ULDFSL110,292
10007141,ULDFSL112,292
10007141,ULDIVE110,349
10007141,ULECON110,289
10007141,ULEDHS100,305
10007141,ULEDHS110,332
10007141,ULEDPS100,305
10007141,ULEDPS110,305
10007141,ULEDSO100,305
10007141,ULEDSO110,305
10007141,ULEGLG110,267
10007141,ULELCR110,301
10007141,ULELCW100,301
10007141,ULELCW101,301
10007141,ULELCW110,301
10007141,ULELEN100,304
10007141,ULELEN110,304
10007141,ULELEN111,304
10007141,ULELJO110,307
10007141,ULELLI110,328
10007141,ULENER100,294
10007141,ULENER101,294
10007141,ULENER110,294
10007141,ULENER111,294
10007141,ULENGL110,286
10007141,ULENVM110,276
10007141,ULEVMG110,263
10007141,ULFABM110,318
10007141,ULFAMG110,315
10007141,ULFANT110,276
10007141,ULFAPR110,298
10007141,ULFAPR111,318
10007141,ULFASH110,320
10007141,ULFASP110,312
10007141,ULFIRE110,300
10007141,ULFIRE111,300
